,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
1209,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1210,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1211,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1212,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1213,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1214,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1215,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Roy Thomson Hall,43.6465886970634,-79.38597899374354,Concert Hall
1216,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1217,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1218,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Balzac's Coffee,43.644372584148364,-79.38306470027423,Coffee Shop
1219,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Café Plenty,43.6491179354577,-79.37831288380438,Café
1220,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1221,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1222,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1223,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Soho House Toronto,43.64873430659662,-79.38654117564838,Speakeasy
1224,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1225,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1226,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Shangri-La Toronto,43.64912919417502,-79.3865566853963,Hotel
1227,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Dineen Coffee,43.650497,-79.378765,Café
1228,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
1229,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
1230,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Scotiabank Arena,43.64344617535107,-79.37903988889991,Basketball Stadium
1231,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bosk at Shangri-La,43.649022736761516,-79.38582635521233,Asian Restaurant
1232,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1233,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Maple Leaf Square,43.64292522840183,-79.38089182467687,Plaza
1234,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1235,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Real Sports Apparel,43.64285984835777,-79.38018363195047,Sporting Goods Shop
1236,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,TELUS,43.64331243103257,-79.38099939294844,IT Services
1237,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Ritz-Carlton,43.645330157595886,-79.38708901405334,Hotel
1238,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1239,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
1240,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,iQ Food Co,43.642851,-79.382081,Salad Place
1241,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Le Germain Hotel,43.64312502979691,-79.38091770864038,Hotel
1242,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.647261,-79.378599,Coffee Shop
1243,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1244,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1245,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1246,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
1247,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
1248,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Air Canada Club,43.643224100030416,-79.37915938219528,Lounge
1249,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Royal Alexandra Theatre,43.647255,-79.38753,Theater
1250,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,TOCA,43.64543117726125,-79.38705858895491,Italian Restaurant
1251,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1252,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
1253,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
1254,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Delta Toronto Club Lounge,43.64308454373067,-79.38388489051405,Roof Deck
1255,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1256,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Estiatorio Volos,43.65032912559998,-79.38453301297716,Greek Restaurant
1257,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1258,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1259,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1260,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
1261,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,InterContinental Toronto Centre,43.6444547,-79.3854827,Hotel
1262,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Toronto PATH System,43.64990340698978,-79.3830527039004,General Travel
1263,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
1264,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.64621307149554,-79.37908847368506,Coffee Shop
1265,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hilton,43.6499459,-79.385479,Hotel
1266,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Jump,43.64814738516352,-79.37875242540652,American Restaurant
1267,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ninki Izakaya,43.65022782352305,-79.38486260004564,Japanese Restaurant
1268,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Brooks Brothers,43.646852351216,-79.37944665991276,Clothing Store
1269,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1270,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Tachi,43.65059603893127,-79.38339613055128,Sushi Restaurant
1271,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
1272,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1273,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
1274,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Ruth's Chris Steak House,43.6499174,-79.3857238,Steakhouse
1275,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Szechuan Express,43.6469728132212,-79.37954884053248,Chinese Restaurant
1276,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Fast Fresh Foods,43.647707960663595,-79.3795487376397,Salad Place
1277,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
1278,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Brookfield Place,43.646790641203026,-79.37876938530562,Shopping Mall
1279,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Toronto Maple Leafs Hockey Club,43.645786474455754,-79.37980311832982,General Entertainment
1280,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Druxy's,43.648015481211395,-79.37990651776452,Deli / Bodega
1281,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,FLOCK Rotisserie + Greens,43.65098849486318,-79.38191708712704,Salad Place
1282,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Kupfert & Kim (Brookfield Place),43.64640689131027,-79.3791688653838,Gluten-free Restaurant
1283,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Starbucks,43.650159,-79.377793,Coffee Shop
1284,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Z-Teca Gourmet Burritos,43.6480141803431,-79.37911924716222,Burrito Place
1285,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,South Street Burger,43.65061154617051,-79.38109473310139,Burger Joint
1286,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Toronto City Hall Rooftop Garden,43.651230845735505,-79.3837674874531,Garden
1287,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Metropolitan Resto Bar,43.65006166044848,-79.3771814107564,Italian Restaurant
1288,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Colibri,43.651041,-79.384065,Taco Place
1289,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Sushi-Q,43.64773753191116,-79.37969913096782,Sushi Restaurant
1290,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Sud Forno,43.65093965733832,-79.37904545824371,Bakery
1291,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Hilton Toronto Executive Lounge,43.650363125865155,-79.38580184119992,Breakfast Spot
1292,"Toronto Dominion Centre, Design Exchange",43.6471768,-79.3815764,Irish Embassy,43.647918499361516,-79.37727345157903,Irish Pub
1293,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Canoe,43.647452066183476,-79.38132001815676,Restaurant
1294,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Mos Mos Coffee,43.64815919753501,-79.37874450467258,Café
1295,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Equinox Bay Street,43.64809974034856,-79.37998869411526,Gym
1296,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pilot Coffee Roasters,43.648835391245896,-79.3809358125033,Coffee Shop
1297,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Brick Street Bakery,43.6488151631615,-79.38060468610949,Bakery
1298,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Adelaide Club Toronto,43.64927944291712,-79.38192123284551,Gym / Fitness Center
1299,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Walrus Pub & Beer Hall,43.64737470920577,-79.37951515363918,Pub
1300,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Beerbistro,43.64941904378835,-79.37723726034164,Gastropub
1301,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hockey Hall Of Fame (Hockey Hall of Fame),43.646974451431056,-79.37732323942681,Museum
1302,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Maman,43.64830873804684,-79.38225333898805,Café
1303,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,King Taps,43.648475974183,-79.38205778358744,Gastropub
1304,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Café Plenty,43.6491179354577,-79.37831288380438,Café
1305,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cactus Club Cafe,43.6495520142626,-79.38167072512041,American Restaurant
1306,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dineen Coffee,43.650497,-79.378765,Café
1307,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dineen @CommerceCourt,43.648250543365556,-79.38012728220869,Coffee Shop
1308,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Design Exchange,43.64797219581623,-79.38010382588462,Art Gallery
1309,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Petit Four Bakery,43.647743692587085,-79.37958814250598,Sandwich Place
1310,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Kupfert & Kim (First Canadian Place),43.64854659465186,-79.38162406470161,Gluten-free Restaurant
1311,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Olly Fresco's,43.646912231909276,-79.37959661696463,Deli / Bodega
1312,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Chase,43.650951982093595,-79.37942201983014,New American Restaurant
1313,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John & Sons Oyster House,43.65065642537144,-79.38161285228475,Seafood Restaurant
1314,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bymark,43.647217284018005,-79.38125188166379,Restaurant
1315,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hy's Steakhouse,43.649504756476944,-79.38291850488223,Steakhouse
1316,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cosmopolitan Toronto Centre Hotel & Spa,43.64906432957466,-79.37759759701125,Hotel
1317,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Ki Modern Japanese + Bar,43.647223,-79.3793738,Japanese Restaurant
1318,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,One King West Hotel & Residence,43.6491395,-79.3778763,Hotel
1319,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Craft Beer Market,43.6498722789121,-79.37839828995996,Beer Bar
1320,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Garrison Bespoke,43.648102,-79.376334,Tailor Shop
1321,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Richmond Station,43.65156872562108,-79.37926594000328,American Restaurant
1322,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Omni King Edward Hotel,43.64919051601911,-79.37600612640387,Hotel
1323,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Chotto Matte,43.646473,-79.378782,Japanese Restaurant
1324,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pumpernickel's Deli,43.64883150054619,-79.38197006345457,Deli / Bodega
1325,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,WVRST,43.64496809087762,-79.38137631843854,Beer Bar
1326,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John & Sons Oyster House,43.65060229830571,-79.38155510682869,Seafood Restaurant
1327,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Toronto Athletic Club,43.647359553534905,-79.3811766566002,Gym
1328,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Adelaide Hotel Toronto,43.6498312,-79.3801639,Hotel
1329,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Fairmont Royal York,43.64544914616651,-79.3815076529019,Hotel
1330,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Hogtown Smoke,43.64928693557788,-79.37468932637938,Food Truck
1331,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,GoodLife Fitness Toronto 137 Yonge Street,43.651242,-79.378068,Gym
1332,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Victoria's Restaurant,43.64929834396347,-79.37643067251867,Restaurant
1333,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,iQ Food Co. (First Canadian Place),43.64835708519922,-79.38219241858727,Salad Place
1334,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pilot Coffee Roasters,43.64501814464698,-79.3804150931199,Coffee Shop
1335,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Biff's Bistro,43.647084825125084,-79.37634231908494,French Restaurant
1336,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Indigospirit,43.64834987590252,-79.38034747310336,Bookstore
1337,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Keg Steakhouse + Bar - York Street,43.64998659318569,-79.38410336664538,Restaurant
1338,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Buster's Sea Cove,43.64777410584289,-79.37918080262172,Seafood Restaurant
1339,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Dog Fountain,43.64799795147863,-79.37536096948996,Fountain
1340,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Keg Steakhouse + Bar - Esplanade,43.64671207408793,-79.37476761639118,Restaurant
1341,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Fresh On Front,43.64781466405137,-79.3744527618627,Vegetarian / Vegan Restaurant
1342,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sam James Coffee Bar (SJCB),43.64788137014028,-79.38433152836829,Café
1343,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The National Club,43.64934259283233,-79.3805735731846,Wine Bar
1344,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Berczy Park,43.64804835388851,-79.3751722909452,Park
1345,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Boxcar Social Temperance,43.65055725249405,-79.38195634640063,Bar
1346,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Meridian Hall,43.646292124205594,-79.37602179505662,Concert Hall
1347,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Gabardine,43.65098801064232,-79.38122513218154,American Restaurant
1348,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,43.647261,-79.378599,Coffee Shop
1349,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Leña,43.651722,-79.379205,Latin American Restaurant
1350,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Five Guys,43.6487987190222,-79.3816807899204,Burger Joint
1351,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,43.646799,-79.38069,Coffee Shop
1352,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Tim Hortons,43.646255967524645,-79.37957346439356,Coffee Shop
1353,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,43.646731,-79.383951,Coffee Shop
1354,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,DAVIDsTEA,43.650546552943766,-79.38338493349875,Tea Room
1355,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Crepe TO,43.650063279511016,-79.37458664523871,Creperie
1356,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sukhothai,43.64848710249909,-79.37454735245633,Thai Restaurant
1357,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,GoodLife Fitness Toronto Street Women's Only,43.6504,-79.3767,Gym
1358,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pravda Vodka Bar,43.64851553067474,-79.37473231149953,Cocktail Bar
1359,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cafe Landwer,43.64875349932059,-79.3853673607289,Café
1360,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Tim Hortons,43.6468622,-79.3825442,Coffee Shop
1361,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Reservoir Lounge,43.64851659851552,-79.37455623391588,Jazz Club
1362,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pizzaiolo,43.65020573236071,-79.37618378615609,Pizza Place
1363,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,McEwan Foods,43.64716011126396,-79.38104402548048,Deli / Bodega
1364,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Pizzeria Libretto,43.64833354686235,-79.38511050184168,Pizza Place
1365,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,43.647192603955325,-79.38095685671752,Coffee Shop
1366,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bardi's Steak House,43.64622,-79.383074,Restaurant
1367,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Sweet Lulu,43.65055650489936,-79.38117543224395,Asian Restaurant
1368,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,D.W. Alexander,43.64833304339161,-79.3738261420116,Cocktail Bar
1369,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Over Easy,43.64807704204346,-79.37759871575396,Breakfast Spot
1370,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Starbucks,43.650159,-79.377793,Coffee Shop
1371,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Mercatto,43.6502431921682,-79.38081989149896,Italian Restaurant
1372,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Cambridge Suites Toronto,43.65183649475983,-79.37810738045548,Hotel
1373,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Rosalinda,43.650252483069295,-79.38515575620075,Vegetarian / Vegan Restaurant
1374,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,M Square Coffee Co,43.65121797253777,-79.38355459932247,Coffee Shop
1375,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,John Allans,43.651446635211904,-79.38135389611388,Salon / Barbershop
1376,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Bulldog On The Block,43.65065218852629,-79.38414092873634,Coffee Shop
1377,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Portico,43.651855687900124,-79.37805540906518,Restaurant
1378,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Terroni,43.650927,-79.375602,Italian Restaurant
1379,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Ruby Thai (First Canadian Place),43.64909140219368,-79.38159990145141,Thai Restaurant
1380,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,The Poké Box,43.65046931503178,-79.37631703952829,Poke Place
1381,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,NAMI,43.650853361785124,-79.37588746641697,Japanese Restaurant
1382,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,iQ Food Co,43.64748168603231,-79.37910417362639,Fast Food Restaurant
1383,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Assembly Chef's Hall,43.650578865093934,-79.3834119303614,Food Court
1384,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Noodle King,43.65170632794881,-79.38304628912547,Asian Restaurant
1385,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Spirit of Hockey,43.64704692224217,-79.37753727586353,Sporting Goods Shop
1386,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Versus Coffee,43.65121343781903,-79.37523564828548,Coffee Shop
1387,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Jump,43.64814738516352,-79.37875242540652,American Restaurant
1388,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Metropolitan Resto Bar,43.65006166044848,-79.3771814107564,Italian Restaurant
1389,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Old City Hall,43.652008800876125,-79.3817442232328,Monument / Landmark
1390,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Papyrus,43.64819540954937,-79.3813921854217,Gift Shop
1391,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Carisma,43.64961671774303,-79.3754337751762,Italian Restaurant
1392,"Commerce Court, Victoria Hotel",43.6481985,-79.3798169,Piper's Gastropub,43.645468111144694,-79.38177905581458,Cocktail Bar
1393,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Aroma Espresso Bar,43.73597504480755,-79.42039080887425,Café
1394,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Darbar Persian Grill,43.735484,-79.420006,Restaurant
1395,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pheasant & Firkin,43.73517255469138,-79.41970208136466,Pub
1396,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,The Copper Chimney,43.73619518432498,-79.42027081330127,Indian Restaurant
1397,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Francobollo,43.734556923055784,-79.41954908679143,Italian Restaurant
1398,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Sakura Garden,43.73339792581388,-79.41949129828605,Sushi Restaurant
1399,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Tim Hortons,43.735355956224325,-79.41960454261636,Coffee Shop
1400,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Satay on the Road,43.735310312009226,-79.41978338676937,Thai Restaurant
1401,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Freshii,43.731582455410454,-79.41910939095219,Juice Bar
1402,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Drums N Flats,43.73503512478632,-79.42003978035157,Comfort Food Restaurant
1403,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Starbucks,43.732604,-79.419136,Coffee Shop
1404,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Karbouzi Greek Taverna,43.7362044620751,-79.42035885441898,Greek Restaurant
1405,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,LCBO,43.73106478660271,-79.41923740055336,Liquor Store
1406,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73148485587151,-79.41954981345089,Sandwich Place
1407,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Shoppers Drug Mart,43.736276,-79.419705,Pharmacy
1408,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Il Fornaro,43.734073,-79.41987,Italian Restaurant
1409,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Dino's No Frills,43.730699,-79.418535,Grocery Store
1410,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Subway,43.73159539578682,-79.41963959053555,Sandwich Place
1411,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Bruno's Fine Food,43.7366419570093,-79.4198699051871,Butcher
1412,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Safari Bar and Grill,43.72905148409205,-79.41810862863923,American Restaurant
1413,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,McDonald's,43.73254035428967,-79.41979624492376,Fast Food Restaurant
1414,"Bedford Park, Lawrence Manor East",43.7332825,-79.4197497,Pizza Pizza,43.731952,-79.415019,Pizza Place
